,movie_name,grace,comments_number,hot_comments
95,断背山,8.8,91249,"['【剧透】你有一个挚爱你的人，但我不敢说你也挚爱着他，因为你有太多的怯懦。我当然知道你爱他，你哭着对那两件衬衣发誓，让我也跟着掉泪。只不过我还是会想：或许你更爱你自己。他死了，再也不能爱你了，你后悔了吗？', '这部电影于我，后劲很大', '这就是他们的命吧。李安说：人人的心中都有一座断背山。其实，不如说每个人都有回不去的地方。一个夏天的故事就是一辈子的回忆，因为这种不等式的交换才让他们生命的价值显得悲壮而又无奈。烟花已灭，埃尼斯与杰克都在黑暗之中，一开始看不清别人，也看不清楚自己，可慢慢的都习惯了。潮起潮落，有的人认命了，就飘飘荡荡地活着，有的人不肯认命，就挣扎地想抱一丝希望，无非是想多找到一点可以温暖的回忆。其实，不管怎样都是不容...', '看来我没有弯的潜质，一上来我就把攻受猜反了', 'He was a friend of mine.']"
96,幽灵公主,8.9,48233,"['宫骑骏就是个生态环保大师啊。', '他的作品中的思想深度和人文思考区别于其他浅薄的娱乐性动画片。', '老宫最宏伟的巨作', '给我无数思考和感动。', '都不知道在说些什么，但是受伤的时候很让人心疼']"
97,杀人回忆,8.8,85953,"['想到真凶可能会若无其事坐在电影院里面，与电影最后一个镜头里宋康昊含泪的双眼四目相对就觉得好惊悚', '一部很普通的电影。', '还好柯南最后没出来', '拍得非常好，是不是传说里的评价太好了，我竟然有点小失望，一直到片尾也没满足。', '又看了一遍，想当年第一次看这片时，我还恍惚觉得案子都没破就结束，什么玩意儿？！可多年过去，每一次重看，都更坚定地确定它的完美。一个没有找到凶手的故事，编导把它拍得悬疑跌宕而富有深意，看似普通实则卓尔不群，作为热爱电影的人，从这片里会深感电影的魅力']"
98,入殓师,8.8,78222,"['整矫情了..做殡葬业需要那么多感怀身世和心理建设吗...在我们中国，这是一个超级暴利而令人羡慕的行业', 'The gift of the last memories.\r\n“人一辈子买的最后一样东西(棺材)是由他人决定的。”“死可能是一道门，逝去并不是终结，而是超越，走向下一程。”“入殓师就是让已经冰冷的人重新焕发生机，给她永恒的美丽，这要有冷静、准确、而且要怀着温柔的情感。”《入殓师》的中国遭遇：“它的国际首映在大连', '日本人的表演还是太做作', '迷恋死亡仪式的日本人', '入殓既是生者的最后道别，也是死者的洒脱上路。生死之间，皆是肃穆。']"
99,狩猎,9.1,63307,"['其实小孩子最邪恶，因为他们完全不知道行动的后果。  ', '极度深寒。很难不联想到韩寒事件、杰克逊娈童案、及阿瑟米勒剧本的<妒焰飞灰>。孩童之恶源于无知。成人之恶却发乎偏见、道听盲从、各种嗜血癖嗜尸癖嗜黑癖，对恶的无反思、不推己、不自知。诬名者往往善假正义之帜，无不高举道德刑具。泼粪杀人的最大恐惧是谁也无法预知，这冤假错何时会降临自己头上。', '不懂事的孩子撒谎惹祸，而孩子还根本就不懂事件的严重性，这是个有趣的创意。在儿童性侵如此重口的丑闻面前，所有人物和角色的行为和立场都变得清楚而极端化，孩子的纯真让善良的人们变得极端的可怕，整部电影的压抑情绪让观众不寒而栗，甚至想要男主爆发报复社会，这几乎是一部完美电影！★★★★★', '童言无忌的威慑力足以将成人置于死地，但更怕的是人言可畏的成人世界，一味愚蠢、盲从、暴力，善良的猎人最终变成众人眼中的猎物。', '喜欢的瓦解，善意的负累。太爱这个戛然而止的精彩结尾了，它代表了所有的不信任：被碾碎的人性以及垮塌的社会。电影有两面：一是展现人群里趋炎附势，人云亦云的现状、二是悖了一条“孩子不说谎”的俗闻。现实世界里，我们没办法对人完全相信，但也因此没办法不信。这就是倒戈的开始，也是真相的绝境。']"
100,阳光灿烂的日子,8.8,71881,"['别人说这部片子很绝望，我看到的只是与我无关的，男生的青春期', '看看当年夏雨演技多好，浑然天成。看看宁静，看看耿乐。这么牛逼的一群人。后来怎么都混成这么四六不靠的。', '……这时我把硬币夹紧问她第三个问题：“你和第一个男人睡觉时他都说了些什么？”她抽硬币，因为我用力夹紧，她无论如何拔不出来，便道：“你夹那么紧，我哪拔得出来。”——王朔《动物凶猛》 ', '姜小军的自传式处女作，回避文革时代的是非混淆黑白颠倒，用丰富的艺术手段和荒诞的表现方式，消解权威、解构神圣，再现成长的喧哗与骚动，青春的梦幻与激情。明明是最坏的时代，却也是他们最好的时光，甩当下青春打胎片一个世纪。', '重看了一次未删减版，评分未曾改变。依旧是那段不属于我们的青春，可我们同样也走过那么一段阳光灿烂的日子。即便曾经执着的傻子已把“欧巴”换成了“傻逼”，但那曾经的回忆依旧值得珍藏。★★★★']"
101,重庆森林,8.7,108254,"['看旧电影最无法跨越的逻辑障碍：金城武怎么可能会被甩！梁朝伟怎么可能会被甩！这不是渎神吗！', '最喜欢王菲一边开着水龙头一边说因为下雨没有办法交电费.还有那个 加洲梦的音乐.', '重新看了一遍重庆森林。想知道金城武为什么可以连吃三十罐凤梨罐头加四份厨师沙拉薯条汉堡而不胖。因为早上六点起床跑步吗？', '只有寂寞没有期限', '两个故事，似乎梁朝伟的故事更是我的菜。原来爱情还可以这样——梦游。无论是633的家里，还是“加州”，都是相同的地点，不同的时间。空间的距离，最终却都会重逢。“她走了之后，家里很多东西都很伤心，每天晚上，我都要安慰它们才能睡觉”——瘦了的肥皂、哭着滴水的毛巾、寂寞的衬衫']"
102,第六感,8.9,72348,"['又是一部以结局见长的电影', '最意外的结局，只有电影能够很好地表达。其中较恐怖的镜头大概是床下看到鬼娃...最悲的画面是布鲁斯威利斯发现自己背上都是血，原来是只看到了自己想看到的，在无意中反而帮助了那个有鬼眼的孩子。个人觉得比《小岛惊魂》要好，但是那是基德曼演的，也有加分了。算一个类型吧', '天才儿童演员.出人意料的结局.', '非常感人的悬疑片，有人性有剧情 不愧为经典之作 BruceWillis真的很牛比', '...可惜已经看过《小岛惊魂》了...太早猜到了结局...而且漏洞多啊~']"
103,请以你的名字呼唤我,8.9,126858,"['elio坐在火炉前，一会儿落泪，一会儿抿着泪水笑了，一会儿眼睛里又恢复了冷漠，仿佛在短短几分钟内，他把那个夏天又度过了一次，且此生还要度过很多次。', ""细腻、唯美、慵懒，带着浮生若梦的气息。我们大多数要等到青年时才能将蒙昧的性觉醒付诸实践，而CMBYN呈现了同志电影绝无仅有的“少年时代”。这个叫Timothée Chalamet的男孩是世间最美的珍宝，他的一颦一笑、从脚趾到发梢都让人疯狂。请以你的名字呼唤我，因为在这一刻You're MINE"", '午后一两点钟的嘈杂虫鸣。我的房间。他的房间。把全世界隔绝在外的阳台。微风追随花园里的水汽，沿楼梯往上吹进我的房间。那年夏天我爱上钓鱼，因为他爱。爱上慢跑，因为他爱。那年夏天我听鸟欢唱，闻百草香，感觉雾气在阳光灿烂的日子里从脚下升起，而我警醒的感官总是不由自主全涌向他。', '相对于这样一场爱情，我更需要这样一栋房子。', '终于把gay片拍出了当今les片的美感，想当初看湖畔的陌生人真是看出心理阴影来了']"
104,小森林 夏秋篇,9.0,66387,"['把日本乡间简素的一餐一饭，拍得很有质感、美感、生活感。在天朝这个审美粗糙的国度，日式情调显得如此有“逼格”。但时人追捧日式美学所谓的“禅意”，恰恰最无禅意可言。刻意追求的形式感，努力再努力去趋向于“美”和“精致”的态度，其实都离禅很远。禅是一箪食、一瓢饮里全都是平常心，无谓美丑。', '吃货少女的自我修养，这种文艺腔调的东西看看就好，离农村的现实生活差距太大，真的要去农村干几天农活，我看没有几个能撑下来的。', '昨天看这个看一半看不下去了，这么美的电影，我看着心里特别难过，为什么，中国电影票房都那样了，审美还那样，什么时候才能不吃粗粮，也认认真真做顿可心的家常菜呢。', '桥本哥演出了吃货的本心，一边捧着小鸭子说好可爱下一秒就开始平心静气的磨刀嘴角含笑的杀鸭肢解，大写的帅。', '人生在世，无非就是过日子，而如何能让过日子变的有滋有味，我想不到除了充实的劳动/工作+美味的食物更好的方式了。桥本爱不矫作真自然，让人心生欢喜宁静。也许中国需要等待很久很久之后，才能拍出这种气息的片子了。']"
105,哈利·波特与死亡圣器(下),8.8,88125,"['我就想问问，年轻的格林德沃和邓布利多在哪儿？！都是坑爹的噱头啊！！', '结束了结束了结束了。姐姐的青春和爱情都跟着一起结束了。结局篇就是看在这十年的相伴上也得给五星啊。这部电影的存在已经构成感情绑架了。教授太萌了……你就这么萌死了……', '3.5★ 不談感情，這是我看完HP7.2的感受。如果你睡得朦朦朧朧的去看早場，也許會冷靜幾倍。HP7.2給我的感覺是結構很鬆散，簡略帶過、細節位少、3D失敗、配樂還算可以，有炫酷的特技、奈威和露娜的出場成亮點，說到笑位應該屬於最後成老爸、老媽那一段了。最後只能說：我們長大了，電影沒一起長大。', '全程亢奋有木有！鼓掌尖叫有木有！最后一部的气势就像是一股元气，囊括了前面7部的情怀与回忆，把情绪推向高潮，一波未平一波又起⋯⋯片尾字幕升起时，每出一个演员名字、华星的观众就鼓掌尖叫一次，那是我作为影迷感受到的最殿堂级的待遇。“爱一个人真的可以是一辈子的事情” - 献给斯内普', '十年 我的青春期开始和结束。等待十年的霍格沃斯通知书，等来的终是社会的入场券。十年前就猜中它的结局，却没猜中自己的']"
106,消失的爱人,8.7,149498,"['男：我们互相折磨，互相控制，这样有什么意义呢？\n女：这就是婚姻。', 'I love David Fincher! P.S.: 开始前，旁边坐在一群couples中的单身小哥无聊郁闷地喝咖啡；结束后，他幸灾乐祸地跟我说，Now every couple feels no good...', '后半段我一直期待有更惊喜的东西，可惜没有。', '年度最佳date movie💄', '以为结局会改，但只是比小说延续了一些情节，但本质上还是那种生活。全片越看越浑身发冷，女主角的表现确实是奔着小金人去的，但若不是为了冲击奥斯卡，这片本该是情人节的最佳献礼。']"
107,7号房的礼物,8.9,69902,"['里面有太多不现实的地方，故事的结局却又那么的现实。童话般的影片，让我大半夜看的哭到抽搐了。', '影片的核心是亲情，包括父亲对孩子的照料，孩子对父亲的反哺，虽然存在过度的煽情，但是影片不仅是亲情片，通过狱中的亲情和友情营造的温暖，与现实中司法不公媒体跟风权力滥用阴暗面的对比，起到了鲜明的讽刺作用。', '从头哭到了尾 即使是很喜剧很温馨的地方也因为其沉重的故事而产生极大反差 更是戳泪点', '韩国片是狠，俗套的剧情，陈词滥调的煽情，竟然拍得很好看，早知道会往死里煽做好的一切防御，还是没能挺过最后一幕。电影有我是山姆、雨人、美丽人生的影子，组合到一起竟然不错，说明人家会抄，某些片连抄都不会。小女孩演的真棒', '他们甚至不惜冒险将艺胜带入牢房与父亲相会。\n黑暗冰冷的监牢内，7号牢房阳光满满']"
